ID,Topic No.,Topic Name,Q.No,Question,Q.Image,A,A.Image,B,B.Image,C,C.Image,D,D.Image,Answer
190,5,Hazard Awareness,14,Do you need to plan rest stops when you're planning a long journey?,no,"Yes, you should plan to stop every half an hour",no,"Yes, regular stops help concentration",no,"No, you'll be less tired if you get there as soon as possible",no,"No, only fuel stops will be needed",no,B
191,5,Hazard Awareness,15,What should you do if the red lights start flashing as you approach a level crossing?,yes,Go over it quickly,no,Go over it carefully,no,Stop before the barrier ,no,Switch on your hazard warning lights,no,C
192,5,Hazard Awareness,16,You're approaching a crossroads. What should you do if the traffic lights have failed?,no,Brake and stop only for large vehicles,no,Brake sharply to a stop before looking,no,Be prepared to brake sharply to a stop,no,Be prepared to stop for any traffic,no,D
193,5,Hazard Awareness,17,What should the driver of the red car (arrowed) do?,yes,Wave towards the pedestrians who are waiting to cross,no,Wait for the pedestrian in the road to cross,no,Quickly drive behind the pedestrian in the road,no,Tell the pedestrian in the road she shouldn't have crossed,no,B
194,5,Hazard Awareness,18,You're following a slower-moving vehicle. What should you do if there's a junction just ahead on the right?,no,Overtake after checking your mirrors and signalling,no,Only consider overtaking when you're past the junction,no,Accelerate quickly to overtake before reaching the junction,no,Slow down and prepare to overtake on the left,no,B
195,5,Hazard Awareness,19,What should you do as you approach this overhead bridge?,yes,Move out to the centre of the road before going through,no,Find another route; this one is only for high vehicles,no,Be prepared to give way to large vehicles in the middle of the road,no,Move across to the right-hand side before going through,no,C
196,5,Hazard Awareness,20,Why are vehicle mirrors often slightly curved (convex)?,no,They give a wider field of vision,no,They totally cover blind spots,no,They make it easier to judge the speed of the traffic behind,no,They make the traffic behind look bigger,no,A
197,5,Hazard Awareness,21,You're on a three-lane motorway. How should you overtake a slow-moving lorry in the middle lane if it's showing this sign?,yes,"Cautiously approach the lorry, then overtake on either side",no,Follow the lorry until you can leave the motorway,no,Use the right-hand lane and overtake the lorry normally,no,Approach with care and overtake on the left of the lorry,no,D
198,5,Hazard Awareness,22,What should you do if you think the driver of the vehicle in front has forgotten to cancel their right indicator?,no,Flash your lights to alert the driver,no,Sound your horn before overtaking,no,Overtake on the left if there's room,no,Stay behind and don't overtake,no,D
199,5,Hazard Awareness,23,What's the main hazard the driver of the red car (arrowed) should be aware of?,yes,Glare from the sun may affect the driver's vision,no,The black car may stop suddenly,no,The bus may move out into the road,no,Oncoming vehicles will assume the driver is turning right,no,C
200,5,Hazard Awareness,24,What type of vehicle displays this yellow sign?,yes,A broken-down vehicle,no,A school bus,no,An ice-cream van,no,A private ambulance,no,B
201,5,Hazard Awareness,25,What hazard should you be aware of when travelling along this street?,yes,Glare from the sun,no,Lack of road markings,no,Children running out between vehicles,no,Large goods vehicles,no,C
202,5,Hazard Awareness,26,What's the main hazard you should be aware of when following this cyclist?,yes,The cyclist may move to the left and dismount,no,The cyclist may swerve into the road,no,The cyclist may get off and push their bicycle,no,The cyclist may wish to turn right at the end of the road,no,B
203,5,Hazard Awareness,27,A driver's behaviour has upset you. How can you get over this incident safely?,no,Stop and take a break,no,Shout abusive language,no,Gesture to them with your hand,no,"Follow them, flashing your headlights",no,A
204,5,Hazard Awareness,28,How should you drive in areas with traffic-calming measures?,no,At a reduced speed,no,At the speed limit,no,In the centre of the road,no,With headlights on dipped beam,no,A
205,5,Hazard Awareness,29,Why should you slow down as you approach this hazard?,yes,Because of the level crossing,no,Because it's hard to see to the right,no,Because of approaching traffic,no,Because of animals crossing,no,A
206,5,Hazard Awareness,30,Why are place names painted on the road surface?,no,To restrict the flow of traffic,no,To warn of oncoming traffic,no,To help you select the correct lane in good time,no,To prevent you from changing lanes,no,C
207,5,Hazard Awareness,31,Some two-way roads are divided into three lanes. Why are they particularly dangerous?,no,Traffic in both directions can use the middle lane to overtake,no,Traffic can travel faster in poor weather conditions,no,Traffic can overtake on the left,no,Traffic uses the middle lane for emergencies only,no,A
208,5,Hazard Awareness,32,What type of vehicle uses an amber flashing beacon on a dual carriageway?,no,An ambulance,no,A fire engine,no,A doctor on call,no,A tractor,no,D
209,5,Hazard Awareness,33,What does this signal from a police officer mean to oncoming traffic?,yes,Go ahead,no,Stop,no,Turn left,no,Turn right,no,B
210,5,Hazard Awareness,34,Why should you be cautious when going past this bus waiting at a bus stop?,yes,There's a zebra crossing ahead,no,There are driveways on the left,no,People may cross the road in front of it ,no,The road surface will be slippery,no,C
211,5,Hazard Awareness,35,Where would it be unsafe to overtake?,no,On a single carriageway,no,On a one-way street,no,Approaching a junction,no,Travelling up a long hill,no,C
212,5,Hazard Awareness,36,How can drinking alcohol affect your ability to drive?,no,Your ability to judge speed will be reduced,no,Your confidence will be reduced,no,Your reactions will be faster,no,Your awareness of danger will be improved,no,A
213,5,Hazard Awareness,37,What does the solid white line at the side of the road indicate?,yes,Traffic lights ahead,no,Edge of the carriageway,no,Footpath on the left,no,Cycle path,no,B
214,5,Hazard Awareness,38,You're driving towards this level crossing. What would be the first warning of an approaching train?,yes,Both half-barriers down,no,A steady amber light,no,One half-barrier down,no,Twin flashing red lights,no,B
215,5,Hazard Awareness,39,"You're behind this cyclist. When the traffic lights change, what should you do?",yes,Try to move off before the cyclist,no,Allow the cyclist time and room,no,Turn right but give the cyclist room,no,Tap your horn and drive through first,no,B
216,5,Hazard Awareness,40,You intend to turn left at the traffic lights. What should you do just before turning?,yes,Check your right mirror,no,Move up closer to the car ahead,no,Move out to the right,no,Check for bicycles on your left,no,D
217,5,Hazard Awareness,41,Why should you reduce your speed here?,yes,A staggered junction is ahead,no,A low bridge is ahead,no,The road surface changes ahead,no,The road narrows ahead,no,A
218,5,Hazard Awareness,42,What might you expect to happen in this situation?,yes,Traffic will move into the right-hand lane,no,Traffic speed will increase,no,Traffic will move into the left-hand lane,no,Traffic won't need to change position,no,C
219,5,Hazard Awareness,43,You're driving on a road with several lanes. What do these signs above the lanes mean?,yes,The two right lanes are open,no,The two left lanes are open,no,Traffic in the left lanes should stop,no,Traffic in the right lanes should stop,no,B
220,5,Hazard Awareness,44,You're invited to a pub lunch. What should you do if you know that you'll have to drive in the evening?,yes,Avoid mixing your alcoholic drinks,no,Don't drink any alcohol at all,no,Have some milk before drinking alcohol,no,Eat a hot meal with your alcoholic drinks,no,B
221,5,Hazard Awareness,45,What will become more expensive after you've been convicted of driving while unfit through drink or drugs?,no,Road fund licence,no,Insurance premiums,no,Vehicle test certificate,no,Driving licence,no,B
222,5,Hazard Awareness,46,What advice should you give to a driver who has had a few alcoholic drinks at a party?,no,Have a strong cup of coffee and then drive home,no,Drive home carefully and slowly,no,Go home by public transport,no,Wait a short while and then drive home,no,C
223,5,Hazard Awareness,47,What should you do about driving if you've been taking medicine that causes drowsiness?,no,Only drive if your journey is necessary,no,Drive on quiet roads,no,Ask someone to come with you,no,Avoid driving and check with your doctor,no,D
224,5,Hazard Awareness,48,What should you do if a doctor prescribes drugs that are likely to affect your driving?,no,Only drive if someone is with you,no,Avoid driving on motorways,no,Get someone else to drive,no,Never drive at more than 30 mph,no,C
225,5,Hazard Awareness,49,What must you do if your ability to drive is impaired during a period of illness?,no,See your doctor each time before you drive,no,Take smaller doses of any medicines,no,Stop driving until you're fit to drive again,no,Take all your medicines with you when you drive,no,C
226,5,Hazard Awareness,50,What should you do if you begin to feel drowsy while you're driving?,no,Stop and rest as soon as possible,no,Turn the heater up to keep you warm and comfortable,no,Close the car windows to help you concentrate,no,Continue with your journey but drive more slowly,no,A
227,5,Hazard Awareness,51,What should you do if you become tired while you're driving on a motorway?,no,Pull up on the hard shoulder and change drivers,no,Leave the motorway at the next exit and rest,no,Increase your speed and turn up the radio volume,no,Close all your windows and set the heating to warm,no,B
228,5,Hazard Awareness,52,You're about to drive home. What should you do if you feel very tired and have a severe headache?,no,Wait until you're fit and well before driving,no,"Drive home, but take a tablet for headaches",no,Drive home if you can stay awake for the journey,no,"Wait for a short time, then drive home slowly",no,A
229,5,Hazard Awareness,53,What can you do to help prevent tiredness on a long journey?,no,Eat a large meal before driving,no,Take regular refreshment breaks,no,Play loud music in the car,no,Complete the journey without stopping,no,B
230,5,Hazard Awareness,54,You take some cough medicine given to you by a friend. What should you do before driving your car?,no,Ask your friend if taking the medicine affected their driving,no,Drink some strong coffee one hour before driving,no,Check the label to see if the medicine will affect your driving,no,Drive a short distance to see if the medicine is affecting your driving,no,C
231,5,Hazard Awareness,55,You're driving on a one-way street. What should you do if you realise you've taken the wrong route?,yes,Reverse out of the road,no,Turn around in a side road,no,Continue and find another route,no,Reverse into a driveway,no,C
232,5,Hazard Awareness,56,What will be a serious distraction while you're driving?,no,Looking at road maps,no,Switching on your demister,no,Using your windscreen washers,no,Looking in your door mirror,no,A
233,5,Hazard Awareness,57,What should you do if the vehicle starts reversing off the driveway?,yes,Move to the opposite side of the road,no,Drive through as you have priority,no,Sound your horn and be prepared to stop,no,Speed up and drive through quickly,no,C
234,5,Hazard Awareness,58,You've been involved in an argument that's made you feel angry. What should you do before starting your journey?,no,Open a window,no,Turn on your radio,no,Have an alcoholic drink,no,Calm down,no,D
235,5,Hazard Awareness,59,You're driving on this dual carriageway. Why may you need to slow down?,yes,There's a broken white line in the centre,no,There are solid white lines on either side,no,There are roadworks ahead of you,no,There are no footpaths,no,C
236,5,Hazard Awareness,60,You've just been overtaken by this motorcyclist. What should you do if the rider cuts in sharply?,yes,Sound the horn,no,Brake firmly,no,Keep a safe gap,no,Flash your lights,no,C
237,5,Hazard Awareness,61,You're about to drive your car. What should you do if you can't find the glasses you need to wear?,no,"Drive home slowly, keeping to quiet roads",no,Borrow a friend's glasses and use those,no,"Drive home at night, so that the lights will help you",no,Find a way of getting home without driving,no,D
238,5,Hazard Awareness,62,How does drinking alcohol affect your driving behaviour?,no,It improves judgement skills,no,It increases confidence,no,It leads to faster reactions,no,It increases concentration,no,B
239,5,Hazard Awareness,63,Why should you check the information leaflet before taking any medicine?,no,Drug companies want customer feedback on their products,no,You may have to let your insurance company know about the medicine,no,Some types of medicine can affect your ability to drive safely,no,The medicine you take may affect your hearing,no,C
240,5,Hazard Awareness,64,You need glasses to read a vehicle number plate at the required distance. When must you wear them?,no,Only in bad weather conditions,no,Whenever you're driving,no,When you think it's necessary,no,Only at night time,no,B
241,5,Hazard Awareness,65,Which type of glasses would make driving at night more difficult?,no,Half-moon ,no,Round ,no,Bifocal ,no,Tinted ,no,D
242,5,Hazard Awareness,66,What can seriously reduce your ability to concentrate?,no,Drugs,no,Busy roads,no,Tinted windows,no,Weather conditions,no,A
243,5,Hazard Awareness,67,What must you do if your eyesight has become very poor and you're no longer able to meet the driver's eyesight requirements?,no,Tell the driver licensing authority,no,Tell your doctor,no,Tell the police,no,Tell your optician,no,A
244,5,Hazard Awareness,68,When should you use hazard warning lights?,no,When you're double-parked on a two-way A road,no,When your direction indicators aren't working,no,When warning oncoming traffic that you intend to stop,no,When your vehicle has broken down and is causing an obstruction,no,D
245,5,Hazard Awareness,69,You want to turn left at this junction. What should you do if your view of the main road is restricted?,yes,Stay well back and wait to see if anything comes,no,Build up your speed so that you can emerge quickly,no,Stop and apply the parking brake even if the road is clear,no,Approach slowly and edge out until you can see more clearly,no,D
246,5,Hazard Awareness,70,You're driving a car ftted with automatic transmission. When would you use 'kick down'?,no,To engage cruise control,no,To accelerate quickly,no,To brake progressively,no,To improve fuel economy,no,B
247,5,Hazard Awareness,71,What should you do if it's raining and you're following this lorry on a motorway?,yes,Allow a two-second separation gap,no,Switch your headlights onto main beam,no,Move into a lane that has less spray,no,Be aware of spray reducing your vision,no,D
248,5,Hazard Awareness,72,You're driving towards this left-hand bend. What danger should you be anticipating?,yes,A vehicle overtaking you,no,Mud on the road,no,The road getting narrower,no,Pedestrians walking towards you,no,D
249,5,Hazard Awareness,73,What should you do if the traffic in the left-hand lane is slowing?,yes,"Slow down, keeping a safe separation distance",no,Accelerate past the vehicles in the left-hand lane,no,Pull up on the left-hand verge,no,Move across and continue in the right-hand lane,no,A
250,5,Hazard Awareness,74,When may you use hazard warning lights?,no,When driving on a motorway to warn traffic behind of a hazard ahead,no,When you're double-parked on a two-way,no,When your direction indicators aren't working,no,When warning oncoming traffic that you intend to stop,no,A
251,5,Hazard Awareness,75,You're waiting to emerge at a junction. Your view is restricted by parked vehicles. What can help you to see traffic on the road you're joining?,no,Looking for traffic behind you,no,Reflections of traffic in windows,no,Making eye contact with other road users,no,Checking for traffic in your interior mirror,no,B
252,5,Hazard Awareness,76,What must you do if poor health affects your driving?,no,Inform your local police,no,Avoid using motorways,no,Always drive accompanied,no,Inform the licensing authority,no,D
253,5,Hazard Awareness,77,Why should the junction on the left be kept clear?,yes,To allow vehicles to enter and emerge,no,To allow the bus to reverse,no,To allow vehicles to make a U-turn,no,To allow vehicles to park,no,A
254,5,Hazard Awareness,78,What should you do if you start to feel drowsy while you're driving on a motorway?,no,Stop on the hard shoulder for a sleep,no,Open a window and stop as soon as it's safe and legal,no,Speed up to arrive at your destination sooner,no,Slow down and let other drivers overtake,no,B
255,6, Vulnerable road users,1,Which sign means that there may be people walking along the road?,no,,yes,,yes,,yes,,yes,D
256,6, Vulnerable road users,2,What should you do if you want to turn left at a junction where pedestrians have started to cross?,yes,"Go around them, leaving plenty of room",no,Stop and wave at them to cross,no,Sound your horn and proceed,no,Give way to them,no,D
257,6, Vulnerable road users,3,What hazard should you be especially aware of if you're turning left into a side road?,no,One-way street,no,Pedestrians ,no,Traffic congestion,no,Parked vehicles,no,B
258,6, Vulnerable road users,4,Why should you check for motorcyclists just before turning right into a side road?,no,They may be overtaking on your left,no,They may be following you closely,no,They may be emerging from the side road,no,They may be overtaking on your right,no,D
259,6, Vulnerable road users,5,Why is a toucan crossing different from other crossings?,no,Moped riders can use it,no,It's controlled by a traffic warden,no,It's controlled by two flashing lights,no,Pedestrians and cyclists can use it together,no,D
260,6, Vulnerable road users,6,How will a school crossing patrol signal you to stop?,no,By pointing to children waiting to cross,no,By displaying a red light,no,By displaying a 'stop' sign ,no,By giving you an arm signal,no,C
261,6, Vulnerable road users,7,Where would you see this sign?,yes,In the window of a car taking children to school,no,At the side of the road,no,At playground areas,no,On the rear of a school bus or coach,no,D
262,6, Vulnerable road users,8,What does this sign mean?,yes,No route for pedestrians and cyclists,no,A route for pedestrians only,no,A route for cyclists only,no,A route for pedestrians and cyclists,no,D
263,6, Vulnerable road users,9,You see a pedestrian carrying a white stick that also has a red band. What does this mean?,yes,They have limited mobility,no,They're deaf,no,They're blind,no,They're deaf and blind,no,D
264,6, Vulnerable road users,10,What should you do if you see older people crossing the road ahead?,yes,Wave them across so they know that you've seen them,no,"Be patient and allow them to cross in their own time
",no,Rev the engine to let them know that you're waiting,no,Tap the horn in case they're hard of hearing,no,B
265,6, Vulnerable road users,11,What should you do when you see an older person about to cross the road ahead?,no,"Expect them to wait for you to pass
",no,Speed up to get past them quickly,no,Stop and wave them across the road,no,Be careful; they may misjudge your speed,no,D
266,6, Vulnerable road users,12,You're approaching a roundabout. What should you do if a cyclist ahead is signalling to turn right?,no,Overtake on the right,no,Give a warning with your horn,no,Signal the cyclist to move across,no,Give the cyclist plenty of room,no,D
267,6, Vulnerable road users,13,Which vehicle should you allow extra room as you overtake them?,no,Lorry ,no,Tractor,no,Bicycle,no,Road-sweeper,no,C
268,6, Vulnerable road users,14,Why should you look carefully for motorcyclists and cyclists at junctions?,no,They may want to turn into the side road,no,They may slow down to let you turn,no,They're harder to see,no,They might not see you turn,no,C
269,6, Vulnerable road users,15,You're waiting to come out of a side road. Why should you look carefully for motorcycles?,no,Motorcycles are usually faster than cars,no,Police patrols often use motorcycles,no,Motorcycles can easily be hidden behind obstructions,no,Motorcycles have right of way,no,C
270,6, Vulnerable road users,16,Why do motorcyclists use dipped headlights in daylight?,no,So that the rider can be seen more easily,no,To stop the battery overcharging,no,To improve the rider's vision,no,The rider is inviting you to proceed,no,A
271,6, Vulnerable road users,17,Why do motorcyclists wear bright clothing?,no,They must do so by law,no,It helps keep them cool in summer,no,The colors are popular,no,To make them more visible,no,D
272,6, Vulnerable road users,18,Why do motorcyclists often look round over their right shoulder just before turning right?,no,To listen for traffic behind them,no,Motorcycles don't have mirrors,no,It helps them balance as they turn,no,To check for traffic in their blind area ,no,D
273,6, Vulnerable road users,19,Which is the most vulnerable road user?,no,Car driver,no,Tractor driver,no,Lorry driver,no,Motorcyclist,no,D
274,6, Vulnerable road users,20,You're approaching a roundabout. What should you do if there are horses being ridden in front of you?,no,Sound your horn as a warning,no,Treat them like any other vehicle,no,Give them plenty of room,no,Accelerate past as quickly as possible,no,C
275,6, Vulnerable road users,21,"As you approach a pelican crossing, the lights change to green. What should you do if older people are still crossing?",no,Wave them to cross as quickly as they can,no,Rev your engine to make them hurry,no,Flash your lights in case they haven't noticed you,no,Wait patiently while they cross,no,D
276,6, Vulnerable road users,22,What action should you take when you see flashing amber lights under a school warning sign?,yes,Reduce speed until you're clear of the area,no,Keep up your speed and sound the horn,no,Increase your speed to clear the area quickly,no,Wait at the lights until they stop flashing,no,A
277,6, Vulnerable road users,23,Why should these road markings be kept clear?,yes,To allow children to be dropped off at school,no,To allow teachers to park,no,To allow children to be picked up after school,no,To allow children to see and be seen when they're crossing the road,no,D
278,6, Vulnerable road users,24,Where would you see this sign?,yes,Near a school crossing,no,At a playground entrance,no,On a school bus,no,At a 'pedestrians only' area,no,C
279,6, Vulnerable road users,25,You're following two cyclists as they approach a roundabout in the left-hand lane. Where would you expect the cyclists to go?,no,Left,no,Right,no,Any direction,no,Straight ahead,no,C
280,6, Vulnerable road users,26,You're travelling behind a moped. What should you do if you want to turn left a short distance ahead?,no,Overtake the moped before the junction,no,Pull alongside the moped and stay level until just before the junction,no,Sound your horn as a warning and pull in front of the moped,no,Stay behind until the moped has passed the junction,no,D
281,6, Vulnerable road users,27,You see a horse rider as you approach a roundabout. What should you do if they're signalling right but keeping well to the left?,yes,Proceed as normal,no,Keep close to them,no,Cut in front of them,no,Stay well back,no,D
282,6, Vulnerable road users,28,How should you react to inexperienced drivers?,no,Sound your horn to warn them of your presence,no,Be patient and prepare for them to react more slowly,no,Flash your headlights to indicate that it's safe for them to proceed,no,Overtake them as soon as possible,no,B
283,6, Vulnerable road users,29,What should you do when you're following a learner driver who stalls at a junction?,no,"Be patient, as you expect them to make mistakes",no,Stay very close behind and flash your headlights,no,Start to rev your engine if they take too long to restart,no,Immediately steer around them and drive on,no,A
284,6, Vulnerable road users,30,You're on a country road that has no pavement. What should you anticipate finding on your side of the road?,no,Motorcycles,no,Bicycles,no,Pedestrians,no,Horse riders,no,C
285,6, Vulnerable road users,31,You're following a cyclist. What should you do when you wish to turn left a short distance ahead?,yes,Overtake the cyclist before you reach the junction,no,Pull alongside the cyclist and stay level until after the junction,no,Hold back until the cyclist has passed the junction,no,Go around the cyclist on the junction,no,C
286,6, Vulnerable road users,32,A horse rider is in the left-hand lane approaching a roundabout. Where should you expect the rider to go?,no,In any direction,no,To the right,no,To the left,no,Straight ahead,no,A
287,6, Vulnerable road users,33,Powered vehicles used by disabled people are small and can be hard to see. What must they display if they're travelling on a dual carriageway?,no,Flashing red beacon ,no,Flashing green beacon ,no,Flashing blue beacon ,no,Flashing amber beacon ,no,D
288,6, Vulnerable road users,34,What does it mean when a moving vehicle is showing a flashing amber beacon?,no,The vehicle is slow moving,no,The vehicle has broken down,no,The vehicle is a doctor's car,no,The vehicle belongs to a school crossing patrol,no,A
289,6, Vulnerable road users,35,What does this sign mean?,yes,Contraflow cycle lane,no,With-flow cycle lane,no,Cycles and buses only,no,No cycles or buses,no,B
290,6, Vulnerable road users,36,What should you do when you see these horse riders in front?,yes,Pull out to the middle of the road,no,Slow down and be ready to stop,no,Switch on your hazard warning lights,no,Give a right-turn signal,no,B
291,6, Vulnerable road users,37,What's the purpose of these road markings?,yes,To ensure children can see and be seen when they're crossing the road,no,To enable teachers to have clear access to the school,no,To ensure delivery vehicles have easy access to the school,no,To enable parents to pick up or drop off children safely,no,A
292,6, Vulnerable road users,38,What should you do if the left-hand pavement is closed due to street repairs?,no,Watch out for pedestrians walking in the road,no,Use your right-hand mirror more often,no,Speed up to get past the roadworks more quickly,no,Position close to the left-hand kerb,no,A
293,6, Vulnerable road users,39,What should you do when you're following a motorcyclist along a road that has a poor surface?,no,Follow closely so they can see you in their mirrors,no,Overtake immediately to avoid delays,no,Allow extra room in case they swerve to avoid potholes,no,Allow the same room as normal to avoid wasting road space,no,C
294,6, Vulnerable road users,40,What does this sign mean?,yes,No cycling,no,Cycle route ahead,no,Cycle parking only,no,End of cycle route,no,B
295,6, Vulnerable road users,41,You're approaching this roundabout. What should you do when a cyclist is keeping to the left while signalling to turn right?,yes,Sound your horn,no,Overtake them,no,Assume they're turning left,no,Allow them space to turn,no,D
296,6, Vulnerable road users,42,What should you do when you're approaching this crossing?,yes,Prepare to slow down and stop,no,Stop and wave the pedestrians across,no,Speed up and pass by quickly,no,Continue unless the pedestrians step out,no,A
297,6, Vulnerable road users,43,What does it mean if you see a pedestrian with a dog that has a yellow or burgundy coat?,no,The pedestrian is an older person,no,The pedestrian is a dog trainer,no,The pedestrian is colour-blind,no,The pedestrian is deaf,no,D
298,6, Vulnerable road users,44,Who may use toucan crossing?,no,Motorcyclists and cyclists,no,Motorcyclists and pedestrians,no,Only cyclists,no,Cyclists and pedestrians,no,D
299,6, Vulnerable road users,45,"This junction, controlled by traffic lights, has a marked area between two stop lines. What's this for?",yes,To allow taxis to position in front of other traffic,no,To allow people with disabilities to cross the road,no,To allow cyclists and pedestrians to cross the road together,no,To allow cyclists to position in front of other traffic,no,D
300,6, Vulnerable road users,46,You're about to overtake a cyclist. Why should you leave them as much room as you would give to a car?,no,The cyclist might speed up,no,The cyclist might get off their bicycle,no,The cyclist might be unsettled if you pass too near them,no,The cyclist might have to make a left turn,no,C
301,6, Vulnerable road users,47,What should you do when you're passing loose sheep on the road?,yes,Briefly sound your horn,no,Go very slowly,no,Pass quickly but quietly,no,Herd them to the side of the road,no,B
302,6, Vulnerable road users,48,"At night, what does it mean if you see a pedestrian wearing reflective clothing and carrying a bright red light?",no,You're approaching roadworks,no,You're approaching an organised walk,no,You're approaching a slow-moving vehicle,no,You're approaching a traffic danger spot,no,B
303,6, Vulnerable road users,49,You've just passed your driving test. How can you reduce your risk of being involved in a collision?,no,By always staying close to the vehicle in front,no,By never going over 40 mph,no,By staying in the left-hand lane on all roads,no,By taking further training,no,D
304,6, Vulnerable road users,50,You want to reverse into a side road. What should you do if you aren't sure that the area behind your car is clear?,no,Look through the rear window only,no,Get out and check,no,Check the mirrors only,no,"Carry on, assuming it's clear",no,B
305,6, Vulnerable road users,51,You're about to reverse into a side road. What should you do if a pedestrian is waiting to cross behind your car?,no,Wave to the pedestrian to stop,no,Give way to the pedestrian,no,Sound your horn to warn the pedestrian,no,Reverse before the pedestrian starts to cross,no,B
306,6, Vulnerable road users,52,Which road users are most difficult to see when you're reversing your car?,no,Motorcyclists,no,Car drivers,no,Cyclists,no,Children,no,D
307,6, Vulnerable road users,53,You want to turn right from a junction. What should you do if your view is restricted by parked vehicles?,no,"Move out quickly, but be prepared to stop",no,Sound your horn and pull out if there's no reply,no,"Stop, then move forward slowly until you have a clear view",no,"Stop, get out and look along the main road to check",no,C
308,6, Vulnerable road users,54,You're at the front of a queue of traffic waiting to turn right into a side road. Why is it important to check your right mirror just before turning?,no,To look for pedestrians about to cross,no,To check for overtaking vehicles ,no,To make sure the side road is clear,no,To check for emerging traffic ,no,B
309,6, Vulnerable road users,55,You've driven up to a pelican crossing. What must you do while the amber light is flashing?,no,Signal the pedestrian to cross,no,Always wait for the green light before proceeding,no,Give way to any pedestrians on the crossing,no,Wait for the red-and-amber light before proceeding,no,C
310,6, Vulnerable road users,56,You've stopped at a pelican crossing. What should you do if a disabled person is crossing slowly in front of you and the lights change to green?,no,Wait for them to finish crossing,no,Drive in front of them,no,Edge forward slowly,no,Sound your horn,no,A
311,6, Vulnerable road users,57,You're driving past a line of parked cars. What should you do if a ball bounces out into the road ahead?,yes,Continue driving at the same speed and sound your horn,no,Continue driving at the same speed and flash your headlights,no,Slow down and be prepared to stop for children,no,Stop and wave the children across to fetch their ball,no,C
312,6, Vulnerable road users,58,You want to turn right from a main road into a side road. What should you do just before turning?,no,Cancel your right-turn signal,no,Select first gear,no,Check for traffic overtaking on your right,no,Stop and set the parking brake,no,C
313,6, Vulnerable road users,59,You're driving in a slow-moving queue of traffic. What should you do just before changing lane?,no,Sound the horn and flash your lights,no,Look for motorcyclists filtering through the traffic,no,Give a 'slowing down' arm signal,no,Change down to first gear,no,B
314,6, Vulnerable road users,60,You're driving in town. Why should you be careful if there's a bus at a bus stop on the other side of the road?,no,The bus might have broken down,no,Pedestrians might come from behind the bus,no,The bus might move off suddenly,no,The bus might remain stationary,no,B
315,6, Vulnerable road users,61,How should you overtake horse riders?,no,Drive up close and overtake as soon as possible,no,Speed isn't important but allow plenty of room,no,Use your horn just once to warn them,no,Drive slowly and leave plenty of room,no,D
316,6, Vulnerable road users,62,Why should you allow extra room while overtaking a motorcyclist on a windy day?,no,The rider may turn off suddenly to get out of the wind,no,The rider may be blown in front of you,no,The rider may stop suddenly,no,The rider may be travelling faster than normal,no,B
317,6, Vulnerable road users,63,Where should you take particular care to look for motorcyclists and cyclists?,no,On dual carriageways,no,At junctions,no,At zebra crossings,no,On one-way streers,no,B
318,6, Vulnerable road users,64,The road outside this school is marked with yellow zigzag lines. What do these lines mean?,yes,You may park on the lines when dropping off schoolchildren,no,You may park on the lines when picking up schoolchildren,no,You shouldn't wait or park your vehicle here,no,You must stay with your vehicle if you park here,no,C
319,6, Vulnerable road users,65,You're driving past parked cars. What should you do if you see a bicycle wheel sticking out between the cars?,no,Accelerate past quickly and sound your horn,no,Slow down and wave the cyclist across,no,Brake sharply and flash your headlights,no,Slow down and be prepared to stop for a cyclist,no,D
320,6, Vulnerable road users,66,You're driving at night. What should you do if you're dazzled by a vehicle behind you?,no,Set your mirror to the anti-dazzle position,no,Set your mirror to dazzle the other driver,no,Brake sharply to a stop,no,Switch your rear lights on and off,no,A
321,6, Vulnerable road users,67,You're driving towards a zebra crossing. What should you do if a person in a wheelchair is waiting to cross?,no,Continue on your way,no,Wave to the person to cross,no,Wave to the person to wait,no,Be prepared to stop,no,D
322,6, Vulnerable road users,68,You're turning right from a main road into a side road. There's no oncoming traffic. What should you do if pedestrians are standing on the pavement waiting to cross the side road?,no,Turn in because the pedestrians are safe on the pavement,no,"Wave at the pedestrians, inviting them to cross the road",no,Wait and give way to the pedestrians,no,Sound your horn to alert the pedestrians to your presence,no,C
323,6, Vulnerable road users,69,You're travelling on a narrow section of road. What should you do if a horse rider ahead is riding in the centre of the lane?,no,Sound your horn to alert them to your presence,no,Stay behind and allow them to ride in this position,no,Move across to the right and try to ease past them,no,Get up close behind to encourage them to move aside,no,B
324,6, Vulnerable road users,70,You're about to overtake a cyclist on a road that has a 30 mph speed limit. How much room should you leave them as you overtake?,no,At least as much room as you would if you were overtaking a car,no,At least a car's width,no,At least a car's length,no,At least 2 car widths,no,A
325,6, Vulnerable road users,71,You're turning left from amain road into a side road. What should you do if there's a pedestrian on the pavement waiting to cross the side road?,no,Flash your lights to encourage the pedestrian to cross,no,Carry on turning into the side road,no,Sound your horn to let the pedestrian know you're there,no,Wait and give way to the pedestrian,no,D
326,7,Other types of vehicle,1,You're about to overtake a slow-moving motorcyclist. Which sign would make you take sppecial care?,no,,yes,,yes,,yes,,yes,A
327,7,Other types of vehicle,2,"You're waiting to turn right out of a minor road. It's clear to the left but a lorry is coming from the right. Why should you wait, even if you have enough time to turn?",no,Anything overtaking the lorry will be hidden from view,no,The lorry could suddenly speed up,no,The lorry might be slowing down,no,The load on the lorry might be unstable,no,A
